"","Strain","Conc","Area1","Area2","RelArea","Set","setStrain","growthRate","relGrowthRate","hormetic"
"1","ARLE_A1",0,0.75,4.32,3.57,"1","1@ARLE_A1",0.097720502380584,0.945876466541511,TRUE
"2","ARLE_A1",0,0.81,3.99,3.18,"1","1@ARLE_A1",0.0884567407562544,0.856208752002164,TRUE
"3","ARLE_A1",0,0.78,5.85,5.07,"1","1@ARLE_A1",0.123759114846212,1.19791478145633,TRUE
"4","ARLE_A1",0.1,0.74,4.98,4.24,"1","1@ARLE_A1",0.11052948132873,1.06985978071125,TRUE
"5","ARLE_A1",0.1,0.67,4.22,3.55,"1","1@ARLE_A1",0.0995978848031869,0.964048414177666,TRUE
"6","ARLE_A1",0.1,0.67,4.47,3.8,"1","1@ARLE_A1",0.104431667135802,1.01083655833802,TRUE
"7","ARLE_A1",0.5,0.39,3.89,3.5,"1","1@ARLE_A1",0.108631358868722,1.0514870818221,TRUE
"8","ARLE_A1",0.5,0.36,3.81,3.45,"1","1@ARLE_A1",0.10896291189783,1.05469631836923,TRUE
"9","ARLE_A1",0.5,0.28,4.87,4.59,"1","1@ARLE_A1",0.135216688918214,1.30881729847528,TRUE
"10","ARLE_A1",1,0.28,3.12,2.84,"1","1@ARLE_A1",0.0997166329944691,0.965197826192974,TRUE
"11","ARLE_A1",1,0.27,3.22,2.95,"1","1@ARLE_A1",0.102748643523674,0.994545888636525,TRUE
"12","ARLE_A1",1,0.35,3.02,2.67,"1","1@ARLE_A1",0.0923825577262149,0.894208330323742,TRUE
"13","ARLE_A1",5,0.21,1.32,1.11,"1","1@ARLE_A1",0.0556657620216481,0.538811539090478,TRUE
"14","ARLE_A1",5,0.18,1,0.82,"1","1@ARLE_A1",0.0464034593295567,0.449157946149329,TRUE
"15","ARLE_A1",5,0.25,1.08,0.83,"1","1@ARLE_A1",0.0434611746442323,0.420678376622814,TRUE
"16","ARLE_A1",10,0.16,0.86,0.7,"1","1@ARLE_A1",0.0425045803251924,0.41141911134721,TRUE
"17","ARLE_A1",10,0.17,0.87,0.7,"1","1@ARLE_A1",0.0419456693959086,0.406009185261859,TRUE
"18","ARLE_A1",10,0.22,1.23,1.01,"1","1@ARLE_A1",0.0515840208381672,0.49930270692206,TRUE
"19","ARLE_A1",50,0.16,0.46,0.3,"1","1@ARLE_A1",0.0224251656353126,0.217062294155295,TRUE
"20","ARLE_A1",50,0.15,0.37,0.22,"1","1@ARLE_A1",0.0178104913943527,0.172394986282894,TRUE
"21","ARLE_A1",50,0.15,0.34,0.19,"1","1@ARLE_A1",0.0157809351436516,0.152750086304957,TRUE
"22","KSSH_A4",0,0.91,4.27,3.36,"1","1@KSSH_A4",0.089662510212841,0.945610960357233,TRUE
"23","KSSH_A4",0,0.85,6.15,5.3,"1","1@KSSH_A4",0.125569653216095,1.32429975568976,TRUE
"24","KSSH_A4",0,0.87,3.21,2.34,"1","1@KSSH_A4",0.0692268180288352,0.730089283953007,TRUE
"25","KSSH_A4",0.1,0.71,3.67,2.96,"1","1@KSSH_A4",0.0864910231010232,0.912163391619222,TRUE
"26","KSSH_A4",0.1,0.72,3.98,3.26,"1","1@KSSH_A4",0.0924034210954357,0.974517527503206,TRUE
"27","KSSH_A4",0.1,0.71,4.01,3.3,"1","1@KSSH_A4",0.0934848810663475,0.985922967739647,TRUE
"28","KSSH_A4",0.5,0.33,4.66,4.33,"1","1@KSSH_A4",0.12768795475502,1.34664007549337,TRUE
"29","KSSH_A4",0.5,0.4,4.12,3.72,"1","1@KSSH_A4",0.112622136840798,1.18775089747888,TRUE
"30","KSSH_A4",0.5,0.28,4.04,3.76,"1","1@KSSH_A4",0.119352280315042,1.25872925196522,TRUE
"31","KSSH_A4",1,0.22,3.58,3.36,"1","1@KSSH_A4",0.114695488092728,1.20961715645201,TRUE
"32","KSSH_A4",1,0.31,4.27,3.96,"1","1@KSSH_A4",0.121673238078783,1.28320685241059,TRUE
"33","KSSH_A4",1,0.34,3.43,3.09,"1","1@KSSH_A4",0.102273928446907,1.07861521463779,TRUE
"34","KSSH_A4",5,0.22,1.25,1.03,"1","1@KSSH_A4",0.0523078227264255,0.551655874513396,TRUE
"35","KSSH_A4",5,0.18,1.19,1.01,"1","1@KSSH_A4",0.053727543751287,0.566628729484463,TRUE
"36","KSSH_A4",5,0.22,1.03,0.81,"1","1@KSSH_A4",0.0439945027340015,0.463980808500497,TRUE
"37","KSSH_A4",10,0.12,1.16,1.04,"1","1@KSSH_A4",0.0588871104590688,0.621043253659518,TRUE
"38","KSSH_A4",10,0.1,0.84,0.74,"1","1@KSSH_A4",0.0483822689953377,0.510255665833356,TRUE
"39","KSSH_A4",10,0.16,0.73,0.57,"1","1@KSSH_A4",0.0366239940101449,0.386248946921529,TRUE
"40","KSSH_A4",50,0.13,0.64,0.51,"1","1@KSSH_A4",0.0354186027973992,0.37353648616636,TRUE
"41","KSSH_A4",50,0.12,0.74,0.62,"1","1@KSSH_A4",0.0414133180334777,0.436758767340511,TRUE
"42","KSSH_A4",50,0.13,0.56,0.43,"1","1@KSSH_A4",0.0312541967582949,0.329617260788808,TRUE
"43","MIVB_A6",0,0.62,2.61,1.99,"1","1@MIVB_A6",0.0667475492332753,0.933653964268793,TRUE
"44","MIVB_A6",0,0.65,2.27,1.62,"1","1@MIVB_A6",0.0564533048063158,0.789659731839489,TRUE
"45","MIVB_A6",0,0.68,3.83,3.15,"1","1@MIVB_A6",0.0912711616784049,1.27668630389172,TRUE
"46","MIVB_A6",0.1,0.74,3.51,2.77,"1","1@MIVB_A6",0.0816678021423396,1.14235605800044,TRUE
"47","MIVB_A6",0.1,0.84,3.59,2.75,"1","1@MIVB_A6",0.0788426244423572,1.10283792752746,TRUE
"48","MIVB_A6",0.1,0.7,3.51,2.81,"1","1@MIVB_A6",0.0835677105786535,1.16893167109318,TRUE
"49","MIVB_A6",0.5,0.57,4.53,3.96,"1","1@MIVB_A6",0.110693691778979,1.54836552556854,TRUE
"50","MIVB_A6",0.5,0.62,3.54,2.92,"1","1@MIVB_A6",0.0881818635030063,1.23347369876387,TRUE
"51","MIVB_A6",0.5,0.55,4.7,4.15,"1","1@MIVB_A6",0.114959953837817,1.60804131186478,TRUE
"52","MIVB_A6",1,0.45,3.18,2.73,"1","1@MIVB_A6",0.0896606101998441,1.25415816930266,TRUE
"53","MIVB_A6",1,0.4,3.39,2.99,"1","1@MIVB_A6",0.0974226237098196,1.36273196365979,TRUE
"54","MIVB_A6",1,0.43,3.3,2.87,"1","1@MIVB_A6",0.0935624892038989,1.30873702413823,TRUE
"55","MIVB_A6",5,0.22,1.38,1.16,"1","1@MIVB_A6",0.0568777602631197,0.795596946380737,TRUE
"56","MIVB_A6",5,0.2,1.25,1.05,"1","1@MIVB_A6",0.0540671254718606,0.756282239771814,TRUE
"57","MIVB_A6",5,0.23,1.43,1.2,"1","1@MIVB_A6",0.0577281136957551,0.807491553186972,TRUE
"58","MIVB_A6",10,0.23,1.02,0.79,"1","1@MIVB_A6",0.0427468185044286,0.59793560984621,TRUE
"59","MIVB_A6",10,0.18,1.18,1,"1","1@MIVB_A6",0.0533573417013192,0.74635389875028,TRUE
"60","MIVB_A6",10,0.22,1.15,0.93,"1","1@MIVB_A6",0.0486282218442756,0.680203732148659,TRUE
"61","MIVB_A6",50,0.11,0.77,0.66,"1","1@MIVB_A6",0.0439934049159197,0.615372659719376,TRUE
"62","MIVB_A6",50,0.21,0.73,0.52,"1","1@MIVB_A6",0.031928520599828,0.446611001807482,TRUE
"63","MIVB_A6",50,0.19,0.54,0.35,"1","1@MIVB_A6",0.0240954916281865,0.337043854614615,TRUE
"64","Mo4a",0,0.67,6.09,5.42,"1","1@Mo4a",0.132927680846914,1.10893075782345,TRUE
"65","Mo4a",0,0.81,5.6,4.79,"1","1@Mo4a",0.118192230061704,0.986002301522978,TRUE
"66","Mo4a",0,0.91,5.29,4.38,"1","1@Mo4a",0.108490497340362,0.90506694065357,TRUE
"67","Mo4a",0.1,0.8,6.68,5.88,"1","1@Mo4a",0.136222962855433,1.13642119135593,TRUE
"68","Mo4a",0.1,0.81,5.91,5.1,"1","1@Mo4a",0.123400283691969,1.02944976725922,TRUE
"69","Mo4a",0.1,0.73,5.08,4.35,"1","1@Mo4a",0.112796421322113,0.940988514804193,TRUE
"70","Mo4a",0.5,0.32,4.91,4.59,"1","1@Mo4a",0.133000968832298,1.10954215268608,TRUE
"71","Mo4a",0.5,0.37,6.92,6.55,"1","1@Mo4a",0.162995421253357,1.35976671571062,TRUE
"72","Mo4a",0.5,0.41,4.66,4.25,"1","1@Mo4a",0.122380046330627,1.02093857844539,TRUE
"73","Mo4a",1,0.33,3.89,3.56,"1","1@Mo4a",0.112664793336703,0.939890426575463,TRUE
"74","Mo4a",1,0.28,3.55,3.27,"1","1@Mo4a",0.109210508619087,0.911073534975168,TRUE
"75","Mo4a",1,0.3,3.59,3.29,"1","1@Mo4a",0.108566757722941,0.905703132327922,TRUE
"76","Mo4a",5,0.22,1.26,1.04,"1","1@Mo4a",0.0526675522038074,0.43937175617572,TRUE
"77","Mo4a",5,0.25,1.36,1.11,"1","1@Mo4a",0.0536939532105823,0.447934364347486,TRUE
"78","Mo4a",5,0.23,1.35,1.12,"1","1@Mo4a",0.0549933199092781,0.458774150979548,TRUE
"79","Mo4a",10,0.16,0.87,0.71,"1","1@Mo4a",0.0429378824194745,0.35820333422952,TRUE
"80","Mo4a",10,0.15,1.04,0.89,"1","1@Mo4a",0.0509790075795348,0.42528530662749,TRUE
"81","Mo4a",10,0.16,0.88,0.72,"1","1@Mo4a",0.04336870134586,0.361797381424788,TRUE
"82","Mo4a",50,0.2,0.49,0.29,"1","1@Mo4a",0.0203742080402019,0.169969007343878,TRUE
"83","Mo4a",50,0.15,0.57,0.42,"1","1@Mo4a",0.0296348726386537,0.247224818516395,TRUE
"84","Mo4a",50,0.14,0.57,0.43,"1","1@Mo4a",0.0306933403295363,0.256054938556884,TRUE
"85","STJ_7P2ss",0,0.56,3.03,2.47,"1","1@STJ_7P2ss",0.0799825814276917,0.833823057393866,TRUE
"86","STJ_7P2ss",0,0.63,5.69,5.06,"1","1@STJ_7P2ss",0.128284355148396,1.33737185417476,TRUE
"87","STJ_7P2ss",0,0.74,3.41,2.67,"1","1@STJ_7P2ss",0.0795012441612472,0.828805088431372,TRUE
"88","STJ_7P2ss",0.1,0.65,3.38,2.73,"1","1@STJ_7P2ss",0.0831979635567146,0.867343602863323,TRUE
"89","STJ_7P2ss",0.1,0.71,5.13,4.42,"1","1@STJ_7P2ss",0.114638112946148,1.19510898653648,TRUE
"90","STJ_7P2ss",0.1,0.73,4.04,3.31,"1","1@STJ_7P2ss",0.0931376052553246,0.970964944943001,TRUE
"91","STJ_7P2ss",0.5,0.41,4.46,4.05,"1","1@STJ_7P2ss",0.118605448252208,1.23646868755584,TRUE
"92","STJ_7P2ss",0.5,0.42,4.44,4.02,"1","1@STJ_7P2ss",0.117597797296214,1.2259638678074,TRUE
"93","STJ_7P2ss",0.5,0.41,4.38,3.97,"1","1@STJ_7P2ss",0.117071960447882,1.22048198811885,TRUE
"94","STJ_7P2ss",1,0.45,3.27,2.82,"1","1@STJ_7P2ss",0.0916803026792851,0.955772480936326,TRUE
"95","STJ_7P2ss",1,0.31,3.25,2.94,"1","1@STJ_7P2ss",0.100425681509478,1.04694356324068,TRUE
"96","STJ_7P2ss",1,0.24,4.59,4.35,"1","1@STJ_7P2ss",0.133191505676234,1.38852918347293,TRUE
"97","STJ_7P2ss",5,0.19,1.29,1.1,"1","1@STJ_7P2ss",0.0564102355651843,0.588079982512108,TRUE
"98","STJ_7P2ss",5,0.22,1.09,0.87,"1","1@STJ_7P2ss",0.0463432638167509,0.483131217266701,TRUE
"99","STJ_7P2ss",10,0.2,1.05,0.85,"1","1@STJ_7P2ss",0.046544148046585,0.48522544703164,TRUE
"100","STJ_7P2ss",10,0.22,0.89,0.67,"1","1@STJ_7P2ss",0.0382324310270256,0.398575314293587,TRUE
"101","STJ_7P2ss",10,0.16,1.04,0.88,"1","1@STJ_7P2ss",0.0499552722508652,0.520786615005876,TRUE
"102","STJ_7P2ss",50,0.16,0.61,0.45,"1","1@STJ_7P2ss",0.0307100453980393,0.320154007152761,TRUE
"103","STJ_7P2ss",50,0.16,0.64,0.48,"1","1@STJ_7P2ss",0.0322394047741575,0.336097667485877,TRUE
"104","STJ_7P2ss",50,0.16,0.63,0.47,"1","1@STJ_7P2ss",0.0317336808127194,0.330825465811505,TRUE
"105","INMO_A6",0,0.6,3.62,3.02,"10","10@INMO_A6",0.0909177884519708,1.01815804678658,TRUE
"106","INMO_A6",0,0.69,3.66,2.97,"10","10@INMO_A6",0.0872438802548139,0.977015171912683,TRUE
"107","INMO_A6",0,0.84,4.12,3.28,"10","10@INMO_A6",0.0897273552190717,1.00482678130074,TRUE
"108","INMO_A6",1,0.29,3.25,2.96,"10","10@INMO_A6",0.10189740675639,1.14111513711654,TRUE
"109","INMO_A6",1,0.29,3.71,3.42,"10","10@INMO_A6",0.111840070678081,1.25245972051138,TRUE
"110","INMO_A6",1,0.24,3.21,2.97,"10","10@INMO_A6",0.1049190595686,1.17495362106704,TRUE
"111","INMO_A6",5,0.14,1.47,1.33,"10","10@INMO_A6",0.0675633006259786,0.756618912218047,TRUE
"112","INMO_A6",5,0.16,1.35,1.19,"10","10@INMO_A6",0.0614076035623064,0.687683310003423,TRUE
"113","INMO_A6",5,0.17,1.26,1.09,"10","10@INMO_A6",0.0572399874660927,0.641011564720938,TRUE
"114","INMO_A6",10,0.14,1.05,0.91,"10","10@INMO_A6",0.0524316966065533,0.587165116041464,TRUE
"115","INMO_A6",10,0.13,1.21,1.08,"10","10@INMO_A6",0.0595981563780173,0.667419913342686,TRUE
"116","INMO_A6",10,0.15,1,0.85,"10","10@INMO_A6",0.0493828424899058,0.55302201373775,TRUE
"117","INMO_A6",25,0.1,1.01,0.91,"10","10@INMO_A6",0.0555130146462025,0.621671771011792,TRUE
"118","INMO_A6",25,0.11,0.87,0.76,"10","10@INMO_A6",0.0484457849185638,0.542528217938173,TRUE
"119","INMO_A6",25,0.12,0.87,0.75,"10","10@INMO_A6",0.0472571436563223,0.529217020135192,TRUE
"120","INMO_A6",50,0.09,0.55,0.46,"10","10@INMO_A6",0.0355939026471248,0.398604266709069,TRUE
"121","INMO_A6",50,0.1,0.57,0.47,"10","10@INMO_A6",0.0353630547105306,0.3960190775153,TRUE
"122","INMO_A6",50,0.1,0.54,0.44,"10","10@INMO_A6",0.0337400811071894,0.377843936411455,TRUE
"123","INMO_A6",100,0.12,0.74,0.62,"10","10@INMO_A6",0.0414133180334777,0.46377396236592,TRUE
"124","INMO_A6",100,0.13,0.6,0.47,"10","10@INMO_A6",0.0333711321400601,0.373712199749881,TRUE
"125","INMO_A6",100,0.11,0.7,0.59,"10","10@INMO_A6",0.0407020508594053,0.455808718060846,TRUE
"126","KSSH_G2",0,0.71,4.24,3.53,"10","10@KSSH_G2",0.0980489804538711,0.976064787426286,TRUE
"127","KSSH_G2",0,0.75,4.65,3.9,"10","10@KSSH_G2",0.104001133057196,1.03531768876804,TRUE
"128","KSSH_G2",0,0.7,4.28,3.58,"10","10@KSSH_G2",0.0993099449100835,0.988617523805673,TRUE
"129","KSSH_G2",1,0.2,4.26,4.06,"10","10@KSSH_G2",0.130308703925521,1.29720611890194,TRUE
"130","KSSH_G2",1,0.21,4.23,4.02,"10","10@KSSH_G2",0.128831789556134,1.28250362935713,TRUE
"131","KSSH_G2",1,0.23,4.07,3.84,"10","10@KSSH_G2",0.123947691990181,1.23388307633951,TRUE
"132","KSSH_G2",5,0.14,1.16,1.02,"10","10@KSSH_G2",0.0566500522417732,0.5639438670662,TRUE
"133","KSSH_G2",5,0.14,1.2,1.06,"10","10@KSSH_G2",0.0581340444221237,0.578716815294229,TRUE
"134","KSSH_G2",5,0.11,1.15,1.04,"10","10@KSSH_G2",0.0597007726292161,0.594313389856572,TRUE
"135","KSSH_G2",10,0.13,1,0.87,"10","10@KSSH_G2",0.0515383051844779,0.513057093111389,TRUE
"136","KSSH_G2",10,0.16,1.11,0.95,"10","10@KSSH_G2",0.0526763967004902,0.524386645428059,TRUE
"137","KSSH_G2",10,0.15,1.1,0.95,"10","10@KSSH_G2",0.0533167630217006,0.530761408472955,TRUE
"138","KSSH_G2",25,0.1,0.83,0.73,"10","10@KSSH_G2",0.0479412515829164,0.477248894569019,TRUE
"139","KSSH_G2",25,0.11,0.88,0.77,"10","10@KSSH_G2",0.0488766038449493,0.486560204106189,TRUE
"140","KSSH_G2",25,0.12,0.88,0.76,"10","10@KSSH_G2",0.0476879625827078,0.474727435671624,TRUE
"141","KSSH_G2",50,0.12,0.57,0.45,"10","10@KSSH_G2",0.0329303985468319,0.327817814205608,TRUE
"142","KSSH_G2",50,0.11,0.62,0.51,"10","10@KSSH_G2",0.0367318294862243,0.365660562438154,TRUE
"143","KSSH_G2",50,0.11,0.63,0.52,"10","10@KSSH_G2",0.0372415833118087,0.37073509515747,TRUE
"144","KSSH_G2",100,0.1,0.58,0.48,"10","10@KSSH_G2",0.0358945105834113,0.357325162181069,TRUE
"145","KSSH_G2",100,0.1,0.6,0.5,"10","10@KSSH_G2",0.0369438515173649,0.367771214051226,TRUE
"146","KSSH_G2",100,0.12,0.63,0.51,"10","10@KSSH_G2",0.0360529420495672,0.358902326722906,TRUE
"147","MIBer_F3",0,0.74,4.19,3.45,"10","10@MIBer_F3",0.095647577730028,0.950094636573003,TRUE
"148","MIBer_F3",0,0.81,4.81,4,"10","10@MIBer_F3",0.104227676005336,1.03532319694124,TRUE
"149","MIBer_F3",0,0.77,4.6,3.83,"10","10@MIBer_F3",0.102139642617581,1.01458216648576,TRUE
"150","MIBer_F3",1,0.22,4.35,4.13,"10","10@MIBer_F3",0.130297471468977,1.29428190174474,TRUE
"151","MIBer_F3",1,0.21,3.91,3.7,"10","10@MIBer_F3",0.122438362020528,1.21621512878069,TRUE
"152","MIBer_F3",1,0.19,4.07,3.88,"10","10@MIBer_F3",0.127469303564753,1.26618890429618,TRUE
"153","MIBer_F3",5,0.14,1.17,1.03,"10","10@MIBer_F3",0.0570234184981422,0.566429860116927,TRUE
"154","MIBer_F3",5,0.15,1.16,1.01,"10","10@MIBer_F3",0.0555915845508906,0.552207045634508,TRUE
"155","MIBer_F3",5,0.16,1.33,1.17,"10","10@MIBer_F3",0.0607113336190675,0.603062971583874,TRUE
"156","MIBer_F3",10,0.15,0.96,0.81,"10","10@MIBer_F3",0.0477544218622458,0.474358276087532,TRUE
"157","MIBer_F3",10,0.13,1.11,0.98,"10","10@MIBer_F3",0.0558555947237319,0.554829533889519,TRUE
"158","MIBer_F3",10,0.14,1.05,0.91,"10","10@MIBer_F3",0.0524316966065533,0.520818978530912,TRUE
"159","MIBer_F3",25,0.11,0.79,0.68,"10","10@MIBer_F3",0.0449060221077428,0.446064309906729,TRUE
"160","MIBer_F3",25,0.1,0.84,0.74,"10","10@MIBer_F3",0.0483822689953377,0.480594860514396,TRUE
"161","MIBer_F3",25,0.13,0.81,0.68,"10","10@MIBer_F3",0.0434784539909385,0.431883869133344,TRUE
"162","MIBer_F3",50,0.12,0.54,0.42,"10","10@MIBer_F3",0.0313074249434907,0.310985570462429,TRUE
"163","MIBer_F3",50,0.11,0.5,0.39,"10","10@MIBer_F3",0.0302602520679936,0.300583703983565,TRUE
"164","MIBer_F3",50,0.11,0.5,0.39,"10","10@MIBer_F3",0.0302602520679936,0.300583703983565,TRUE
"165","MIBer_F3",100,0.12,0.62,0.5,"10","10@MIBer_F3",0.0355431882239828,0.35306061376303,TRUE
"166","MIBer_F3",100,0.14,0.72,0.58,"10","10@MIBer_F3",0.0382329034570688,0.379778321388378,TRUE
"167","MIBer_F3",100,0.13,0.72,0.59,"10","10@MIBer_F3",0.0393298984607583,0.390675085259332,TRUE
"168","MIVB_C1",0,0.6,5.17,4.57,"10","10@MIVB_C1",0.120830607656727,1.03948795918968,TRUE
"169","MIVB_C1",0,0.79,5.32,4.53,"10","10@MIVB_C1",0.114263952403639,0.982995989149055,TRUE
"170","MIVB_C1",0,0.72,5.1,4.38,"10","10@MIVB_C1",0.113626961690358,0.977516051661264,TRUE
"171","MIVB_C1",1,0.22,5.33,5.11,"10","10@MIVB_C1",0.14827206113159,1.27556275036199,TRUE
"172","MIVB_C1",1,0.24,5.21,4.97,"10","10@MIVB_C1",0.144484478608988,1.24297873458125,TRUE
"173","MIVB_C1",1,0.19,4.83,4.64,"10","10@MIVB_C1",0.142001376254204,1.22161696996473,TRUE
"174","MIVB_C1",5,0.12,1.28,1.16,"10","10@MIVB_C1",0.0632666634115892,0.544273807024856,TRUE
"175","MIVB_C1",5,0.13,1.16,1.03,"10","10@MIVB_C1",0.0577470472454627,0.496789360365965,TRUE
"176","MIVB_C1",5,0.11,1.22,1.11,"10","10@MIVB_C1",0.0622924639023818,0.535892911825301,TRUE
"177","MIVB_C1",10,0.11,1.04,0.93,"10","10@MIVB_C1",0.0554631747499545,0.477141540947976,TRUE
"178","MIVB_C1",10,0.11,0.89,0.78,"10","10@MIVB_C1",0.0493049818119661,0.424163512172421,TRUE
"179","MIVB_C1",10,0.13,0.85,0.72,"10","10@MIVB_C1",0.0452479496470856,0.389261460720197,TRUE
"180","MIVB_C1",25,0.11,0.79,0.68,"10","10@MIVB_C1",0.0449060221077428,0.386319908352341,TRUE
"181","MIVB_C1",25,0.08,0.68,0.6,"10","10@MIVB_C1",0.0436665338582221,0.375656773109371,TRUE
"182","MIVB_C1",25,0.09,0.66,0.57,"10","10@MIVB_C1",0.0412989870513467,0.355289115888308,TRUE
"183","MIVB_C1",50,0.1,0.49,0.39,"10","10@MIVB_C1",0.0309314709811646,0.266098898850946,TRUE
"184","MIVB_C1",50,0.08,0.52,0.44,"10","10@MIVB_C1",0.035323711764607,0.303884700783028,TRUE
"185","MIVB_C1",50,0.1,0.57,0.47,"10","10@MIVB_C1",0.0353630547105306,0.304223162364574,TRUE
"186","MIVB_C1",100,0.08,0.46,0.38,"10","10@MIVB_C1",0.0318678686722454,0.274154590564893,TRUE
"187","MIVB_C1",100,0.09,0.55,0.46,"10","10@MIVB_C1",0.0355939026471248,0.306209113235359,TRUE
"188","MIVB_C1",100,0.08,0.5,0.42,"10","10@MIVB_C1",0.0341950526058371,0.29417501191923,TRUE
"189","Mo1a_2",0,0.76,4.73,3.97,"10","10@Mo1a_2",0.105026029125772,0.997068960326679,TRUE
"190","Mo1a_2",0,0.7,4.59,3.89,"10","10@Mo1a_2",0.105242998195628,0.999128765183679,TRUE
"191","Mo1a_2",0,0.85,4.99,4.14,"10","10@Mo1a_2",0.105735281221194,1.00380227448964,TRUE
"192","Mo1a_2",1,0.25,4.33,4.08,"10","10@Mo1a_2",0.127415383066721,1.20962321989557,TRUE
"193","Mo1a_2",1,0.27,4.49,4.22,"10","10@Mo1a_2",0.128904969551028,1.22376467092049,TRUE
"194","Mo1a_2",1,0.25,3.86,3.61,"10","10@Mo1a_2",0.118051695046597,1.12072865959692,TRUE
"195","Mo1a_2",5,0.12,1.2,1.08,"10","10@Mo1a_2",0.0603711026394193,0.573135564997673,TRUE
"196","Mo1a_2",5,0.15,1.21,1.06,"10","10@Mo1a_2",0.0574426936834452,0.545334593205738,TRUE
"197","Mo1a_2",5,0.14,1.23,1.09,"10","10@Mo1a_2",0.0592308721435706,0.562310739528291,TRUE
"198","Mo1a_2",10,0.14,1.07,0.93,"10","10@Mo1a_2",0.0532145472676731,0.505194509971378,TRUE
"199","Mo1a_2",10,0.13,1.02,0.89,"10","10@Mo1a_2",0.0523403001806986,0.496894809017869,TRUE
"200","Mo1a_2",10,0.14,1.09,0.95,"10","10@Mo1a_2",0.0539901151221542,0.512557395541432,TRUE
"201","Mo1a_2",25,0.14,0.88,0.74,"10","10@Mo1a_2",0.0454509043654122,0.431490044313298,TRUE
"202","Mo1a_2",25,0.15,0.97,0.82,"10","10@Mo1a_2",0.048164658863318,0.457253185111171,TRUE
"203","Mo1a_2",25,0.13,0.99,0.86,"10","10@Mo1a_2",0.0511343000742889,0.485445597024795,TRUE
"204","Mo1a_2",50,0.14,0.65,0.51,"10","10@Mo1a_2",0.0348233959806408,0.330597353003626,TRUE
"205","Mo1a_2",50,0.1,0.49,0.39,"10","10@Mo1a_2",0.0309314709811646,0.293649201719623,TRUE
"206","Mo1a_2",50,0.1,0.48,0.38,"10","10@Mo1a_2",0.0303527997010084,0.288155561938333,TRUE
"207","Mo1a_2",100,0.11,0.58,0.47,"10","10@Mo1a_2",0.034650495681954,0.328955916852162,TRUE
"208","Mo1a_2",100,0.11,0.56,0.45,"10","10@Mo1a_2",0.0335829012341425,0.318820664715234,TRUE
"209","Mo1a_2",100,0.09,0.57,0.48,"10","10@Mo1a_2",0.0366709885035235,0.348137549193391,TRUE
"210","ARLE_C3a",0,0.88,2.94,2.06,"11","11@ARLE_C3a",0.0625895536685167,1.18742979656548,TRUE
"211","ARLE_C3a",0,0.39,1.6,1.21,"11","11@ARLE_C3a",0.0516161949234017,0.979246603386614,TRUE
"212","ARLE_C3a",0,0.37,1.33,0.96,"11","11@ARLE_C3a",0.0439245775533843,0.833323600047904,TRUE
"213","ARLE_C3a",1,0.22,2.59,2.37,"11","11@ARLE_C3a",0.0919069762584633,1.74363093719313,TRUE
"214","ARLE_C3a",1,0.19,1.83,1.64,"11","11@ARLE_C3a",0.0738995691541564,1.40199993806852,TRUE
"215","ARLE_C3a",1,0.21,2.2,1.99,"11","11@ARLE_C3a",0.0826120342710114,1.56729015144953,TRUE
"216","ARLE_C3a",5,0.09,1.31,1.22,"11","11@ARLE_C3a",0.0680696597782054,1.29139668722983,TRUE
"217","ARLE_C3a",5,0.09,0.69,0.6,"11","11@ARLE_C3a",0.0427705986752048,0.81143066705441,TRUE
"218","ARLE_C3a",5,0.07,1.06,0.99,"11","11@ARLE_C3a",0.0616568850177817,1.16973549326256,TRUE
"219","ARLE_C3a",10,0.1,0.95,0.85,"11","11@ARLE_C3a",0.0530702246595803,1.00683200913938,TRUE
"220","ARLE_C3a",10,0.1,1.04,0.94,"11","11@ARLE_C3a",0.0567071896514117,1.07583139237893,TRUE
"221","ARLE_C3a",10,0.12,0.89,0.77,"11","11@ARLE_C3a",0.0481163405497247,0.912848440700329,TRUE
"222","ARLE_C3a",25,0.09,0.93,0.84,"11","11@ARLE_C3a",0.0535468365154479,1.01587414294418,TRUE
"223","ARLE_C3a",25,0.12,0.95,0.83,"11","11@ARLE_C3a",0.0506375684958816,0.960680403252034,TRUE
"224","ARLE_C3a",25,0.07,0.54,0.47,"11","11@ARLE_C3a",0.0379032066185081,0.719087999293942,TRUE
"225","ARLE_C3a",50,0.12,0.56,0.44,"11","11@ARLE_C3a",0.032394259971901,0.614573954817521,TRUE
"226","ARLE_C3a",50,0.03,0.49,0.46,"11","11@ARLE_C3a",0.0424588865861208,0.80551696099911,TRUE
"227","ARLE_C3a",50,0.1,0.57,0.47,"11","11@ARLE_C3a",0.0353630547105306,0.670897017148429,TRUE
"228","ARLE_C3a",100,0.11,0.71,0.6,"11","11@ARLE_C3a",0.0411820110312088,0.781292469985184,TRUE
"229","ARLE_C3a",100,0.09,0.49,0.4,"11","11@ARLE_C3a",0.0322394047741575,0.611636089548062,TRUE
"230","ARLE_C3a",100,0.11,0.41,0.3,"11","11@ARLE_C3a",0.0248767262523858,0.471953613050676,TRUE
"231","MIBer_A5",0,0.35,1.39,1.04,"11","11@MIBer_A5",0.0473415214445796,0.962012285577833,TRUE
"232","MIBer_A5",0,0.41,1.65,1.24,"11","11@MIBer_A5",0.051922434602991,1.05509959251443,TRUE
